City,Community,Pincode,Impact_2024-04,Impact_2024-05,Impact_2024-06,Impact_2024-07,Impact_2024-08,Impact_2024-09,Impact_2024-10,Impact_2024-11,Impact_2024-12,Impact_2025-01,Impact_2025-02,Impact_2025-03,Tonnage_2024-04,Tonnage_2024-05,Tonnage_2024-06,Tonnage_2024-07,Tonnage_2024-08,Tonnage_2024-09,Tonnage_2024-10,Tonnage_2024-11,Tonnage_2024-12,Tonnage_2025-01,Tonnage_2025-02,Tonnage_2025-03,CO2_Kgs_Averted_2024-04,CO2_Kgs_Averted_2024-05,CO2_Kgs_Averted_2024-06,CO2_Kgs_Averted_2024-07,CO2_Kgs_Averted_2024-08,CO2_Kgs_Averted_2024-09,CO2_Kgs_Averted_2024-10,CO2_Kgs_Averted_2024-11,CO2_Kgs_Averted_2024-12,CO2_Kgs_Averted_2025-01,CO2_Kgs_Averted_2025-02,CO2_Kgs_Averted_2025-03,Households_Participating_2024-04,Households_Participating_2024-05,Households_Participating_2024-06,Households_Participating_2024-07,Households_Participating_2024-08,Households_Participating_2024-09,Households_Participating_2024-10,Households_Participating_2024-11,Households_Participating_2024-12,Households_Participating_2025-01,Households_Participating_2025-02,Households_Participating_2025-03,Segregation_Compliance_Pct_2024-04,Segregation_Compliance_Pct_2024-05,Segregation_Compliance_Pct_2024-06,Segregation_Compliance_Pct_2024-07,Segregation_Compliance_Pct_2024-08,Segregation_Compliance_Pct_2024-09,Segregation_Compliance_Pct_2024-10,Segregation_Compliance_Pct_2024-11,Segregation_Compliance_Pct_2024-12,Segregation_Compliance_Pct_2025-01,Segregation_Compliance_Pct_2025-02,Segregation_Compliance_Pct_2025-03
Delhi,C0112,110064,2303,7973,9029,5546,5212,8641,7740,5880,2946,5591,5762,4304,57.96078827,72.12996892,96.68375394,31.4939004,91.72872581,25.12559976,50.25535439,11.04820186,11.7717851,62.82758543,88.17227756,49.41960021,4420.542987,3863.388448,3543.678858,4884.046036,4698.237,4302.761912,4105.160435,1589.793898,1211.788759,4872.04475,1460.750722,905.7042702,37,130,463,412,73,134,197,40,217,17,18,422,70.18890861,85.4904524,81.47664575,66.37525441,96.91954643,62.64538826,50.94982768,86.58268392,69.91327454,90.88351654,90.06010381,78.75599282
Delhi,C0113,201304,9712,7254,9493,2655,4057,1488,1960,1925,5003,1340,7120,3123,43.53476673,34.06294563,40.9224178,44.78943917,14.67592624,26.50402492,24.81954708,27.38753435,86.85355277,21.84472492,38.56253798,71.79094934,3651.625564,1623.715394,1571.590439,2912.609454,1562.025008,1739.972652,3337.262826,2518.641983,619.5277515,1122.793409,1557.478376,3988.541372,258,221,255,112,127,411,187,126,263,281,475,182,52.98331639,64.35487913,66.62005356,57.41263969,91.441581,77.90117621,73.41253423,70.09771874,57.40569174,66.26918468,83.19111879,82.84151882
Delhi,C0114,201304,8596,1720,3524,2495,7181,3308,7224,7739,9409,9884,6945,8275,92.45021186,40.15010613,34.81746381,42.56617678,79.05482243,46.27024527,31.18183814,20.10861478,62.8452023,54.59591831,42.83083434,42.58980418,2148.034193,2293.879513,2737.961757,1187.766831,4499.205872,1741.492106,4227.296349,4203.477183,1983.975745,2576.469646,1457.484196,4259.853633,335,53,339,155,428,380,420,35,58,256,198,263,83.73488646,92.27457506,99.9831727,56.1175798,86.61792887,55.90295757,60.12233136,86.2908249,88.53038884,74.98734866,52.66589633,66.87045633
Delhi,C0115,110007,7113,2173,9169,9073,8683,6218,9042,4061,7446,7124,5878,4882,24.24673841,73.5868579,81.196739,84.5120762,36.29993895,89.18279669,64.35838142,17.32108855,29.10828775,61.61189718,21.60771586,35.47475717,860.2079783,2102.089763,1354.479563,4285.671155,3545.210088,2952.919304,1027.557359,4926.635858,737.753093,2682.336529,1326.08648,3484.643185,324,69,403,468,494,104,114,143,171,405,331,293,87.17413064,51.03615698,84.47308521,83.76429306,83.86285038,93.55423993,57.5125338,97.89066487,51.34639075,84.3204919,79.79729549,78.43952558
Delhi,C0116,122006,9168,2529,1721,3852,5140,2832,4268,1211,3978,6586,9765,7790,52.1230396,89.64663735,65.05916361,52.95169386,73.70892067,23.21731208,19.7691553,45.63068582,83.13825586,17.23265064,19.2242708,25.65126343,1460.446103,2699.70998,1759.61853,1272.679789,1936.013608,4433.44391,3531.313795,2957.672478,1487.298692,2493.47634,3587.040888,3004.524062,446,256,383,192,162,342,257,321,57,435,70,450,71.78408623,52.87979095,80.67461573,89.50782703,98.98855025,60.12260229,56.82358429,58.60726522,84.76050995,56.30727444,59.82962874,85.00813043
Delhi,C0117,201301,5916,8457,4336,6047,4369,9459,2919,9012,5102,8505,5089,9235,14.14532425,36.6912477,37.37917579,47.97243075,30.72742378,24.58238689,40.68482828,94.25329886,76.98308671,11.7774505,66.97574835,46.04479882,3286.988102,1824.1312,4345.427868,2380.470936,1736.719246,3029.097465,3216.865954,1180.67331,2728.536039,1528.312455,3443.860132,3532.305901,206,478,98,279,416,201,486,185,458,221,307,387,80.63352145,99.21472929,97.7357151,81.89179102,73.69904044,57.92814766,90.27698457,53.75068279,94.86019286,55.58766092,79.8480874,95.23337068
Delhi,C0118,122018,9217,4117,6078,8545,3922,8781,6616,7673,1059,4245,3491,9223,39.09661082,61.85968056,26.52895759,52.95523338,73.59675473,39.28864799,13.93215788,40.53343677,44.57017781,80.19857446,93.83382611,88.40317956,3354.320642,2567.451769,2413.252279,3997.817165,2578.817875,3029.760143,3704.223664,910.3426314,900.385573,2782.725717,1242.504547,2180.460398,445,338,470,357,409,27,60,122,369,317,395,205,70.42090509,97.82852052,95.40380711,93.48163554,66.27716616,76.81767034,68.41307013,79.32880548,64.96473601,95.76588062,63.19373039,65.34482606
Delhi,C0119,110092,2603,2384,3477,2384,4808,6788,8274,4825,4402,7465,8350,7091,81.88827483,85.15062141,16.35056171,48.6164728,26.91971467,77.02967618,62.97587979,71.70538479,11.82540997,94.46533454,75.79774833,73.59116363,2315.266967,3749.410917,1257.090286,1421.844434,4682.370399,4487.217506,2182.031516,4970.983353,1798.878978,3492.046551,1941.789627,2027.398868,355,200,180,403,22,200,59,360,242,218,391,410,50.86748066,67.31133134,92.10417402,56.1620555,93.98973671,63.18975595,67.40243918,60.0980169,60.35562361,99.08733063,69.13061725,57.53656334
Delhi,C0120,110075,4785,7329,3735,9865,4536,8358,8474,4223,3906,5209,9834,6846,33.86830416,72.08978129,18.23184994,79.23567321,70.17977073,86.81084518,63.76587825,38.71217721,69.77056902,33.2260373,65.29720655,33.4487334,3122.614085,878.9787453,4106.313411,986.4161774,2532.817465,4362.610357,3761.966075,1706.74045,4560.921299,2180.780554,2297.135042,2967.707032,335,212,27,415,127,359,64,429,215,89,306,287,89.87556531,72.48937785,59.05738276,99.94516817,79.69426176,68.19393008,93.18858064,55.23274564,58.81079158,81.22662639,65.30232548,87.12586324
Delhi,C0121,110075,6406,9739,4351,8323,7210,7087,9240,2350,6667,5772,3833,7123,95.36151397,80.56857217,84.30772322,15.49680304,10.45398416,62.36855379,84.43923581,78.90297078,19.82328529,19.97637827,42.7645719,96.48984465,4004.809904,2099.163934,592.1859194,3716.165857,2132.610054,619.0103482,3959.366725,968.1878598,1189.869669,1785.816277,617.1526851,2482.106684,280,365,216,408,245,496,146,499,343,493,246,484,82.56886256,77.22473625,56.98325318,89.03101835,57.59180703,99.80975846,69.56462912,87.83143973,89.23869065,67.85953817,78.56505246,70.32935751
Delhi,C0122,110075,3129,9332,2194,7582,8926,8496,4464,8355,8202,9003,7103,4103,31.13622628,38.53640975,45.51383239,82.64310332,55.4776541,13.3564328,53.51077021,30.21609861,69.99070207,77.11784897,21.35458749,78.31280004,3654.57983,4977.209431,2905.502237,1353.370447,4449.999838,3420.795231,777.1480663,4372.938114,1988.667927,2886.105613,3607.344475,717.6831953,358,383,383,92,218,143,77,225,467,45,133,498,87.44269346,68.2353126,56.91136667,88.99124945,95.83236813,66.97591205,57.65478955,54.30689431,84.50302013,96.21802011,59.44528312,79.96909353
Delhi,C0123,110091,4508,1628,9145,2262,2211,6459,4457,7419,2185,9608,2929,2574,20.03114995,44.39818323,70.37259398,77.0854041,24.86063978,79.76357803,46.92642512,48.13714307,75.67907023,85.71626487,82.12455041,96.85261857,3599.774515,4773.325543,1765.554762,2950.117197,960.211128,3383.519234,4248.244239,3015.415407,2007.595883,1065.297956,2511.757116,3401.460687,320,242,200,378,58,403,410,68,94,71,137,454,91.85544835,76.68437241,61.66861788,59.81720383,97.8534523,83.61353206,86.57317179,51.57635267,76.41662934,73.60034666,50.82325966,61.65710216
Delhi,C0124,201010,9658,9423,9306,3142,3919,3313,1552,3675,8581,5830,5722,7197,53.79726236,33.48190593,26.52080914,82.53701489,24.30629534,27.08961063,69.35592873,50.70220933,92.31181212,65.51100072,34.41623934,93.72289881,4933.718012,4838.998247,2173.914735,2266.617205,1372.61332,1067.613466,903.518877,1218.286948,3885.593314,3066.011055,635.0247686,2087.759046,473,263,403,290,407,463,93,481,400,241,122,107,59.61184584,90.86040263,91.90827342,79.0751597,70.90871114,81.62662012,56.17583714,54.3996415,98.40766217,60.29390851,86.34852307,81.44805651
Delhi,C0125,110070,9975,1063,3783,2851,5781,5498,6640,4582,7880,7392,3159,9201,60.27554804,76.17297666,70.19192408,69.6796601,84.12774356,75.04273108,51.25413367,75.39736128,93.73897262,19.23712545,26.17936611,83.85830585,4622.887253,3737.307377,3539.008101,4655.157188,4198.445514,4135.153796,3714.793551,720.3661978,3057.907934,1916.424491,2781.100841,2985.379934,304,163,65,61,443,161,277,188,348,91,363,31,96.17279418,90.34300344,68.52023707,64.11158486,95.17948294,87.06123628,80.69119892,78.36358417,77.74374768,73.22774812,77.47707172,53.00683969
Delhi,C0126,110014,6046,6944,7137,9057,8958,9802,7080,6589,9223,9630,5624,9555,73.69205294,47.34995813,19.53687536,51.1050393,14.18221541,72.51183988,31.33230472,93.10195942,73.28785641,19.76063925,47.05251326,57.70313815,2364.257166,1461.494082,4007.515993,4412.496238,3341.499271,1399.099657,1299.288428,1003.183711,2978.57069,3583.988996,4078.916407,1716.071173,84,317,271,115,82,113,230,173,59,221,115,492,61.56229301,55.15534191,59.21864129,98.0769072,97.32942261,89.40818047,85.40807644,61.64710763,75.43003412,57.18040397,74.72788393,74.32952216
Delhi,C0127,122017,5174,2151,5185,8677,3281,6739,7009,8155,2301,8091,5082,4645,91.3533751,51.04617596,62.25403198,22.49365061,75.47853013,38.53413023,42.26173714,25.44986046,48.58786101,79.67817545,33.17024948,62.28614607,1051.974541,3287.954041,1091.465541,4457.199243,4089.965568,1694.112424,4405.206506,1729.875368,4547.448639,3608.061406,659.5490612,3163.666581,123,69,341,383,84,48,234,52,401,85,212,120,62.1345613,72.25450804,78.97908136,71.6119283,69.41600596,95.111006,76.58758394,86.20179829,91.78929297,65.68184173,66.97778332,72.88944652
Hyderabad,C0128,500091,7099,4630,5977,7195,6801,3201,5493,4055,2497,6167,1721,8654,99.22608752,83.32422755,15.69390702,18.07280416,93.93215943,47.39823676,31.39702544,60.11345597,39.89079806,19.7906387,60.61580077,84.64744311,4942.983966,3042.968474,1867.658928,701.0958621,2379.934404,4811.253354,3394.754559,4195.217831,3341.960127,615.4442165,3365.646021,4103.932758,254,366,457,184,478,43,142,333,433,433,150,290,68.48732228,84.558634,96.86058017,95.30572099,89.50715787,79.90382747,57.29826712,70.26465205,77.72303131,73.69540617,52.54430408,53.74625771
Hyderabad,C0129,500032,9068,2752,8523,5453,9328,1225,1106,3785,5083,5517,4931,3410,84.3104004,29.66941501,42.8756869,22.18602533,59.72281452,49.38733106,33.84076294,62.62754441,37.52827054,29.34654182,33.19708929,79.69009953,1555.769794,2472.505797,4811.389841,1313.168259,4395.377665,3004.054165,3170.420154,1565.787289,2089.884466,1308.584875,1814.360871,1220.001292,195,217,394,483,142,69,427,226,34,479,416,281,59.13030696,82.17682216,79.74452902,54.44270721,78.21196081,69.11560083,51.59517717,73.13533539,83.95789727,89.37158386,55.18077513,54.27035855
Hyderabad,C0130,500050,6242,5961,3760,8555,2648,3992,7726,8926,5153,7848,8438,2507,49.95374875,38.80352721,85.20516179,47.11536541,70.1780746,87.78793152,28.31802324,84.22801373,20.3960234,26.54800757,79.8653368,61.91148797,2821.211193,1287.824871,1218.07577,3254.738127,672.0053745,2552.931742,4577.216539,3436.208105,3818.414716,3851.727362,3049.913816,2466.503128,279,499,317,88,157,387,448,395,455,298,81,118,93.62617634,67.71098711,99.27158975,91.95866277,99.80964385,83.55014177,64.3880808,94.84453342,58.55744393,77.63544375,53.72823318,93.3335295
Hyderabad,C0131,500019,9259,8202,2943,9319,2764,8050,7193,9279,7774,3661,4985,4960,31.09790937,40.36042134,99.40887925,12.63395143,68.08484419,39.4770956,65.94709893,88.40864571,12.73091253,18.10528916,93.62951138,31.2113108,1286.500652,717.9177074,3845.304703,1307.793424,4481.293689,2269.134987,2908.171241,978.0139502,3937.828902,3018.072456,4035.393604,2801.408484,47,394,249,276,440,359,283,219,391,156,319,18,61.79798721,50.44372729,94.71726555,79.27481831,77.04028911,75.90525879,55.15965859,79.8872686,80.30248223,87.06109983,88.89440276,73.5640975
Hyderabad,C0132,500019,3116,1334,4356,3493,7969,7233,6223,2440,5613,2584,9545,8583,15.6780861,25.42235725,73.67307558,80.39029927,16.32645884,17.78876087,21.83746539,39.83111631,71.59538282,56.27815117,29.23688167,99.39043513,1151.907667,4939.981885,3053.761115,3371.754884,4161.555689,2403.5762,2058.508531,3680.353064,754.191419,893.6313529,2403.010758,3083.919945,311,17,480,310,99,299,232,417,489,73,172,396,84.24049139,72.89971697,77.44685139,80.71964477,61.86075329,78.41054286,70.83410398,71.70884514,55.48163757,78.58066418,92.99673468,71.79358777
Hyderabad,C0133,500019,9530,1766,7333,2435,5488,2657,4099,4074,4611,3213,4533,2020,42.41398029,86.3005841,43.33028227,86.06977874,79.3633188,54.24872686,46.48815963,32.63629117,75.9966584,81.15084169,84.3406744,47.71512971,4440.083082,4602.565384,4600.2068,4896.798632,3245.289995,4571.956719,2344.246978,4733.308457,2427.163313,1626.799763,2475.62915,3870.726481,77,348,44,464,90,136,369,338,342,157,42,100,60.10906863,72.17299356,91.51648537,74.12828081,63.24577686,65.36059853,73.7664649,57.01933983,53.26904808,71.42358253,78.78906442,65.04447835
Hyderabad,C0134,500046,8057,9122,6169,9291,7816,3552,2133,2002,3172,9186,6683,7415,58.20929488,63.42937983,89.52780316,57.71717476,57.37203246,26.28534561,44.96794862,43.05674578,96.01904293,26.88236446,68.83619454,40.05201504,1831.854275,4198.534197,4916.635481,3830.197753,1047.801969,1548.121932,2511.93132,1576.13145,2945.758438,1716.474622,956.378637,1437.626155,378,460,454,271,292,151,435,136,273,459,419,273,95.19061427,81.33712632,63.48569558,91.03167725,68.4779643,74.95041854,97.81220711,54.15322014,87.25741873,79.82012068,81.82141031,61.35269644
Hyderabad,C0135,500075,1184,3682,1666,8047,6306,8508,5066,2126,5399,3374,5218,2171,76.16071948,37.78215773,25.37983239,78.0068742,36.5864972,81.7514749,36.5684561,26.51496304,24.65596658,60.86714645,53.28265373,73.34656813,3153.879723,1622.924327,2776.536278,734.0069816,4961.162682,2760.916354,3438.930028,2579.337782,2061.952758,4298.447872,1993.972406,3837.64207,166,181,297,195,450,348,266,28,368,438,336,228,81.97840037,94.70916733,77.59624714,78.10687068,85.75847866,55.72718008,61.53285704,91.43541809,53.9466582,66.33813754,76.42370448,83.80424672
Hyderabad,C0136,500085,6870,8447,5737,1798,1745,7877,8593,2390,8164,6684,4762,8328,50.72427967,22.06346785,93.04989422,30.11332296,19.92129706,17.53685222,95.81082813,94.06092475,61.33791294,98.7784281,18.78960619,92.81998891,1422.241514,940.4158715,1627.608744,554.9973765,4704.14188,1475.312743,4014.663733,1049.040198,1191.712575,2618.432777,4827.124354,3218.150754,183,19,450,341,273,469,354,179,41,315,396,468,83.77157675,87.87355781,51.2608538,99.03603991,60.1894486,83.80356017,56.51891653,99.8289968,59.28451298,88.9465382,86.47806383,59.58534861
Hyderabad,C0137,500084,9427,4675,3382,7267,2813,1407,7182,4605,6113,5660,6173,8467,51.79854013,26.94025516,73.65703554,30.85050338,32.60113109,26.48107855,21.69798556,13.67289877,55.76736515,36.65675259,42.82004653,42.02246771,4323.442941,3949.603898,4811.946081,3435.357862,4578.999473,4377.850559,3401.687653,3735.166019,4388.351964,1222.507412,3695.404406,2113.269985,45,491,70,489,177,348,330,482,311,162,175,480,63.92953605,56.94584977,98.29413155,99.50916294,87.75462666,85.29949969,65.28508855,71.96245867,87.06519107,81.8759213,64.87757315,77.72678231
Hyderabad,C0138,500018,7626,2319,3942,9726,2832,6313,6182,5362,1815,7566,5210,6832,83.47363715,84.24436376,53.31532387,46.07380741,19.09170793,81.81315789,87.96361201,10.23214783,58.10208729,64.14763408,17.5643653,20.35729956,1464.388229,2926.647162,2133.901525,1359.254453,4641.515119,2074.923802,2607.022786,1669.768755,1931.564348,1447.44957,1228.170075,757.178622,314,275,488,406,445,60,256,16,496,157,339,243,51.39324305,94.46440299,66.00399186,59.27803235,93.60476892,94.57866146,81.95581453,61.47895554,62.51674816,95.24764619,94.23785201,83.24282884
Hyderabad,C0139,500032,9706,6104,4873,2185,3072,5301,2488,3603,7070,1168,8216,2195,46.01061672,75.28454748,24.38524697,30.15477459,41.67975291,33.47399382,17.54565894,11.3518541,22.50255545,48.83661271,35.71403237,11.9457483,4241.410663,3666.331828,1823.861028,3865.708609,3285.970313,4889.055643,4362.533173,4950.543167,4777.470956,4613.963902,4405.374089,4049.778653,332,474,406,286,343,382,198,221,113,162,271,281,66.83631921,53.68202858,80.38701978,78.72215134,83.69469142,65.06777219,54.21673841,82.66792233,86.4248582,83.75453716,81.19687683,84.48592568
Hyderabad,C0140,500050,9693,9241,4291,9189,4551,4828,6383,3242,5557,9736,3007,9361,56.35132368,41.94008871,34.14584599,14.54445663,19.67281729,47.33195319,23.65095924,99.91364736,64.84751398,83.0019363,78.51694642,96.12456298,3836.84535,1063.217947,4231.635251,606.9373427,570.2623519,2858.282039,1520.392378,3965.784693,1427.761763,3797.931838,2344.747441,3788.599368,314,170,253,237,190,136,297,385,391,332,55,481,61.32136427,74.53782991,59.64694654,74.12975025,79.58285831,91.3283238,57.95852004,94.66660202,68.21942515,51.12950398,57.108238,75.60991206
Hyderabad,C0141,502032,2518,2539,8658,3612,9688,5368,5082,8371,5923,8500,3720,8427,12.30984895,20.92549506,39.13582095,54.99068666,91.58424024,19.56560353,33.48274032,96.39238117,35.38995425,90.64426287,47.52564485,76.33409621,1210.058591,943.7074648,750.5321793,807.5656724,2677.413092,3571.128218,1335.319127,2530.169058,1523.795986,2935.914108,1464.450499,4391.323329,179,256,21,16,235,150,459,68,71,476,86,332,82.97159105,96.25076337,67.64898516,50.30852303,53.18167113,94.92266571,81.12657681,84.37222965,53.26155247,54.94179392,99.1689715,78.07234471
Hyderabad,C0142,500084,8924,8423,3487,2607,8597,9007,8095,8664,2807,5053,5488,9730,19.46423924,57.4831037,18.76599865,71.40758609,22.18421493,69.84840768,14.89792763,98.96967998,59.1547976,54.07380226,89.6911865,77.9642489,1364.198407,1018.187506,4027.228096,799.316171,3902.184984,970.984097,3283.795692,3760.056363,1048.587544,4341.2756,2392.650254,2094.628114,426,124,236,354,182,323,270,16,491,156,476,499,88.94657001,83.43226687,58.45443087,51.37708671,81.7468925,71.72751234,53.39194282,97.38010131,89.93798943,64.15931313,71.25640772,84.66685101
Hyderabad,C0143,500010,7484,8374,7600,8010,2942,5636,5185,5419,5394,4747,6283,1056,60.02049089,87.05724232,36.68354907,22.81379406,82.05977501,27.18885877,95.02215109,81.18211673,47.03696928,83.48447334,30.18613045,30.74557688,4896.064057,3886.560474,1284.883697,3660.788025,2275.99269,3536.484356,4323.262507,2850.230642,3073.310145,4846.468501,1247.422873,2979.941916,17,436,103,170,327,126,358,138,108,151,235,346,72.60548163,68.02709991,72.44831784,83.82344215,99.58103029,70.61491944,55.41510675,62.95114085,97.69996486,56.39287239,54.49862854,72.62212953
Hyderabad,C0144,500019,2183,6746,6548,4072,9200,1767,9504,7786,9212,8706,2872,5638,86.58526528,11.57472963,57.82983049,24.29128254,35.63273149,49.88840421,58.83924489,43.14825937,79.7534951,57.50373721,55.76780332,26.61816006,3965.677094,4483.949635,2186.455093,1286.676038,3267.026946,1436.574647,615.4929824,3176.183479,968.1510485,4485.535018,889.8024263,2954.340832,470,301,156,79,231,93,75,168,168,420,252,445,71.22315728,80.18026988,98.77454554,91.9417549,66.39462182,52.69856553,97.3247475,69.00766969,79.23121081,91.82645392,91.46471909,60.12631615
Hyderabad,C0145,500087,7419,8491,8671,1552,2004,7537,5763,9257,8210,9531,6302,7332,19.97840349,24.7800581,62.76466377,98.54300734,22.87354482,75.34774927,43.98140755,46.97421417,52.01268433,33.03092392,99.57454248,24.20495195,2996.805669,4415.422241,3957.347848,4838.685772,4502.545934,2543.56612,3751.732218,2328.097488,1480.159997,2376.186891,3566.323546,1147.08998,439,146,256,440,236,126,398,160,189,320,267,390,97.45622912,88.97960664,99.43156567,77.68679436,75.49236597,66.33826785,73.85571988,86.24983242,94.30225159,83.26565661,52.6141285,61.00781698
Hyderabad,C0146,500085,5469,5579,3695,6343,2223,9575,4861,2809,4837,8798,4319,9266,79.36308595,93.65596052,42.98218173,22.28915076,90.90620702,13.75926858,41.02094347,71.97080311,65.30482165,29.66049349,98.56255983,86.82549253,551.4981547,1581.687263,2221.034841,4251.67403,2990.528918,4645.217552,2275.910926,1390.656407,2095.645146,3799.099812,864.5894005,1785.708176,462,391,101,124,185,157,266,423,129,288,42,191,78.64728489,84.26568434,84.83963565,57.51778752,67.4241134,55.53221941,55.88144934,92.27218815,85.15926894,61.3886358,95.97518081,53.97624629
Hyderabad,C0147,500046,4760,5979,1045,5730,4714,4146,3880,3512,2056,1201,6275,5549,86.06892852,79.35863243,87.89239858,65.59718375,87.37714691,83.7473133,71.67162059,48.91046277,82.98584637,65.22098148,27.78969789,39.93703501,4898.367873,1120.490523,4543.908349,3174.399788,3976.360793,3549.831237,1605.279257,4699.606916,1436.423547,729.0241151,690.6098042,3100.603617,167,459,398,395,267,490,23,63,211,205,19,287,84.01036839,51.18908062,71.5845503,73.07921499,70.08447293,62.57536215,94.02255451,92.21800679,67.83351729,87.736027,66.1198894,73.30495111
Hyderabad,C0148,500084,2449,1216,4759,1970,7810,3403,4787,7513,4725,4725,7374,5772,92.39747412,45.02709312,70.34492966,94.75799763,68.14753556,18.74243178,18.92242828,23.35103379,13.54312367,48.98961032,84.99439699,14.97560844,3224.520622,2507.058624,1244.606514,1670.51713,1171.309361,2075.449722,1770.170567,1717.116223,3387.826566,3529.713174,4533.132562,1458.541612,122,170,437,404,63,53,423,32,31,41,62,231,55.91729405,89.82029592,72.32553605,90.23313319,61.08162358,57.16162843,76.77253182,61.28712163,62.32523586,91.33432154,51.24169214,64.04472525
Hyderabad,C0149,500072,8323,9389,8160,1388,1918,4516,4984,5722,3306,1421,6049,5969,15.26932469,11.19987138,22.23834077,66.36802714,14.54306768,38.48223173,41.85538307,10.96186373,40.24368497,90.16759781,22.23928459,88.3541483,3583.970424,708.6300995,3251.981899,3197.957052,976.3757182,3957.308997,4756.994201,1060.785841,4942.422601,1121.166552,3994.005663,1919.501706,284,267,356,234,114,400,83,14,63,429,231,177,85.04182395,84.02984836,68.93644963,77.82277852,92.28010813,60.94928321,83.65807376,93.19286187,57.38800242,67.26961054,54.66975483,84.57422654
Hyderabad,C0150,500072,4944,2096,1372,3326,6711,4996,1302,8144,8746,6374,6767,7730,84.88728504,69.8133791,20.30252299,87.58583949,21.22558723,27.7054284,89.0325835,83.41066042,64.34422364,78.91339978,13.86152726,17.81612748,3730.708325,2429.424092,4018.103306,4332.241355,3515.941726,1333.640783,4276.261982,1682.043716,1992.673459,2366.701737,2227.324408,3823.524868,293,460,51,325,59,350,285,421,411,196,324,165,88.23701449,69.8436918,76.88565106,52.4176348,57.92995528,54.27982814,98.75665169,72.1278923,62.5826814,59.78687179,93.60309509,67.9725745
Hyderabad,C0151,500019,4586,5169,6309,4112,2007,6350,2199,1214,2481,6542,1750,5330,15.70055806,16.31431989,44.89521417,31.87368332,10.87070031,92.48370516,75.39440402,29.78881255,91.88996078,85.22200426,31.85825852,62.93560897,3769.067262,4211.198888,3690.851568,2686.872345,2567.110912,2800.425553,4924.5218,828.2888655,4970.334404,4771.698391,2118.234809,2203.640176,110,85,409,477,227,367,323,475,436,118,167,159,76.81937857,75.49436008,99.65254908,96.09043532,75.93064525,67.97787938,94.89062889,51.82424015,50.91622575,99.95417304,85.46262654,70.78150445
Hyderabad,C0152,500087,3691,8449,2345,9944,7828,4444,5688,1992,8356,7708,1610,9382,14.96171074,50.73107185,21.56945577,70.04691287,64.76139291,55.91968456,26.27058694,78.09722177,16.66752947,18.61005795,54.32681617,26.56633114,1685.364062,2625.874006,4553.860647,1834.558684,1947.061166,3860.767187,4241.958757,4991.086138,1235.704556,3980.422179,4408.036791,4194.550329,136,484,45,396,350,307,428,52,471,438,240,352,62.66845008,65.65084142,92.58665908,66.67092945,96.8080618,78.4385778,78.72135426,54.95003987,95.13246246,85.94906748,79.2132842,98.47577342
Hyderabad,C0153,500084,2849,3495,7857,6505,5847,1296,1739,6979,9201,6597,3640,7146,83.60183567,81.04390205,15.57823884,81.4654965,37.85079984,46.9593123,45.25237687,44.59323004,31.05625885,23.82890774,68.92609262,64.72906031,789.8454003,4856.647737,2204.820629,2646.43424,3266.222922,2827.587497,3300.205009,1856.682373,3259.221886,685.0269724,2025.144244,2949.425637,196,341,276,290,430,117,373,108,490,210,467,36,78.60620972,85.17801395,70.5729013,97.07281306,52.15945413,92.16637439,68.38139694,58.41441056,56.82964118,59.28854896,73.06940637,56.42893413
Hyderabad,C0154,500008,9540,2018,1803,8739,2885,4042,3441,1609,3478,1789,6402,7324,88.76640645,17.41576822,51.81625827,60.37305012,23.24784577,32.56988984,87.906317,75.4439424,35.59857971,13.85458193,93.11869879,97.99857698,3825.912042,3276.925128,1676.445193,2531.931795,2144.553761,2338.977471,4472.209537,3333.495636,3326.95133,3878.090657,3646.633814,1880.806056,254,488,362,297,104,467,52,485,434,126,445,169,67.43591158,60.94508877,55.39758134,93.56654235,94.81693391,65.85160327,59.51496034,71.76141896,96.9298384,94.16568413,71.70156929,76.9407773
Hyderabad,C0155,502032,9745,9401,9582,8698,7263,6693,3951,6640,1409,2988,1382,6785,92.25570896,29.20827082,78.48914973,18.65006675,55.97428335,21.57058017,87.76432882,58.85259933,35.1192474,91.27272957,46.04086937,91.05400272,2492.866713,1741.40891,2364.513642,3147.006797,2211.862513,625.8048053,2957.739312,4455.17657,582.3781555,4226.519809,3704.182636,3766.606113,66,400,187,396,150,37,240,42,356,187,391,180,50.61277824,91.59574854,75.52729827,62.36098898,71.48481373,80.12654732,57.22662811,54.37605742,85.86342329,95.48112649,81.47522219,82.39446354
Hyderabad,C0156,502032,2153,5546,1857,2146,4634,4231,7170,5319,2181,3375,5654,9793,75.50405014,74.38553608,53.80523313,33.28463772,50.0848957,13.47117197,34.80105414,97.71136782,31.09256927,47.9714495,86.15293187,28.49030422,4045.112203,4276.142137,3256.173073,2794.568108,882.7384326,2940.783571,2803.692772,3618.118212,3280.404681,2231.638512,4605.498268,1839.929311,130,306,450,83,264,385,478,489,218,181,251,64,73.25047796,73.5873371,50.00636807,97.66027885,71.6221142,81.2548163,89.86507204,95.15075661,64.64419288,88.84324698,71.68042207,91.22751269
